"speccode","species","fbname"
7532,"Symphurus plagusia","Duskycheek tonguefish"
357,"Synagrops japonicus","Blackmouth splitfin"
6389,"Synanceia horrida","Estuarine stonefish"
5825,"Synanceia verrucosa","Stonefish"
27547,"Synchiropus bartelsi","Bartel's dragonet"
12643,"Synchiropus morrisoni","Morrison's dragonet"
27030,"Synchiropus moyeri","Moyer's dragonet"
12644,"Synchiropus splendidus","Mandarinfish"
7802,"Synchiropus stellatus","Starry dragonet"
4143,"Synchirus gilli","Manacled sculpin"
5980,"Syngnathoides biaculeatus","Alligator pipefish"
3304,"Syngnathus louisianae","Chain pipefish"
3307,"Syngnathus springeri","Bull pipefish"
7292,"Synodus binotatus","Two-spot lizard fish"
55101,"Synodus capricornis","Capricorn lizardfish"
12620,"Synodus dermatogenys","Sand lizardfish"
12890,"Synodus doaki","Arrowtooth lizardfish"
7941,"Synodus hoshinonis","Blackear lizardfish"
7942,"Synodus indicus","Indian lizardfish"
2720,"Synodus intermedius","Sand diver"
7943,"Synodus jaculum","Lighthouse lizardfish"
8219,"Synodus lacertinus","Sauro lizardfish"
50023,"Synodus marchenae","Lizardfish"
2722,"Synodus poeyi","Offshore lizardfish"
10706,"Synodus rubromarmoratus","Redmarbled lizardfish"
10734,"Synodus sageneus","Speartoothed grinner"
1771,"Synodus saurus","Atlantic lizardfish"
14155,"Synodus scituliceps","Shorthead lizardfish"
24640,"Synodus similis","Lavender lizardfish"
2723,"Synodus synodus","Diamond lizardfish"
7399,"Synodus ulae","Red lizard fish"
5398,"Synodus variegatus","Variegated lizardfish"
5775,"Taeniamia biguttata","Twinspot cardinalfish"
5776,"Taeniamia fucata","Orangelined cardinalfish"
12627,"Taeniamia leai","Lea's cardinalfish"
59188,"Taeniamia macroptera","Dusky-tailed cardinalfish"
67372,"Taeniamia melasma","Blackspot cardinalfish"
5777,"Taeniamia zosterophora","Blackbelted cardinalfish"
5824,"Taenianotus triacanthus","Leaf scorpionfish"
5399,"Taeniura lymma","Ribbontail stingray"
59620,"Takifugu alboplumbeus", 
13075,"Takifugu chinensis", 
8198,"Takifugu rubripes","Japanese pufferfish"
10301,"Takifugu vermicularis","Purple puffer"
3561,"Taractichthys steindachneri","Sickle pomfret"
1361,"Taurulus bubalis","Longspined bullhead"
458,"Tautoga onitis","Tautog"
3672,"Tautogolabrus adspersus","Cunner"
1600,"Tenualosa toli","Toli shad"
4458,"Terapon jarbua","Jarbua terapon"
4829,"Terapon theraps","Largescaled terapon"
52455,"Tetractenos glaber","Smooth toadfish"
1772,"Tetragonurus cuvieri","Smalleye squaretail"
3915,"Tetrapturus angustirostris","Shortbill spearfish"
1823,"Tetrapturus belone","Mediterranean spearfish"
220,"Tetrapturus pfluegeri","Longbill spearfish"
8060,"Tetrosomus concatenatus","Triangular boxfish"
8129,"Tetrosomus gibbosus","Humpback turretfish"
52435,"Thalasseleotris adela","Marine gudgeon"
5642,"Thalassoma amblycephalum","Bluntheaded wrasse"
7771,"Thalassoma ballieui","Blacktail wrasse"
3673,"Thalassoma bifasciatum","Bluehead"
6587,"Thalassoma cupido", 
7770,"Thalassoma duperrey","Saddle wrasse"
25809,"Thalassoma genivittatum","Red-cheek wrasse"
13822,"Thalassoma grammaticum","Sunset wrasse"
5643,"Thalassoma hardwicke","Sixbar wrasse"
8019,"Thalassoma hebraicum","Goldbar wrasse"
56820,"Thalassoma heiseri", 
5644,"Thalassoma jansenii","Jansen's wrasse"
13860,"Thalassoma lucasanum","Cortez rainbow wrasse"
5645,"Thalassoma lunare","Moon wrasse"
5646,"Thalassoma lutescens","Yellow-brown wrasse"
62952,"Thalassoma nigrofasciatum","Blackbarred wrasse"
2500,"Thalassoma pavo","Ornate wrasse"
5647,"Thalassoma purpureum","Surge wrasse"
5648,"Thalassoma quinquevittatum","Fivestripe wrasse"
25787,"Thalassoma rueppellii","Klunzinger's wrasse"
59650,"Thalassoma septemfasciatum","Seven-banded wrasse"
5649,"Thalassoma trilobatum","Christmas wrasse"
971,"Thalassophryne maculosa","Cano toadfish"
49304,"Thamnaconus analis", 
7855,"Thamnaconus modestoides","Modest filefish"
7689,"Thorogobius ephippiatus","Leopard-spotted goby"
582,"Thryssa baelama","Baelama anchovy"
144,"Thunnus atlanticus","Blackfin tuna"
145,"Thunnus maccoyii","Southern bluefin tuna"
146,"Thunnus obesus","Bigeye tuna"
148,"Thunnus tonggol","Longtail tuna"
489,"Thyrsites atun","Snoek"
490,"Thyrsitops lepidopoides","White snake mackerel"
12902,"Thysanophrys chiltonae","Longsnout flathead"
 ,"Thysanophrys cirronasa", 
16644,"Tigrigobius dilepis","Orangesided goby"
16642,"Tigrigobius gemmatus","Frecklefin goby"
3875,"Tigrigobius macrodon","Tiger goby"
 ,"Tigrigobius puncticulatus", 
57964,"Tigrigobius saucrus","Leopard goby"
12237,"Tilodon sexfasciatus","Moonlighter"
55735,"Tomicodon chilensis","Smallsucker clingfish"
14571,"Torquigener pleurogramma","Weeping toado"
52448,"Torquigener squamicauda","Brush-tail toadfish"
6317,"Totoaba macdonaldi","Totoaba"
46304,"Trachelochismus melobesia", 
15633,"Trachichthys australis","Roughy"
2724,"Trachinocephalus myops","Snakefish"
14987,"Trachinops brauni","Bluelined hulafish"
14989,"Trachinops caudimaculatus","Southern hulafish"
14992,"Trachinops noarlungae","Yellowhead hulafish"
14994,"Trachinops taeniatus","Eastern hulafish"
1966,"Trachinotus anak","Oyster pompano"
1978,"Trachinotus baillonii","Small spotted dart"
380,"Trachinotus carolinus","Florida pompano"
1009,"Trachinotus cayennensis","Cayenne pompano"
1010,"Trachinotus falcatus","Permit"
1011,"Trachinotus goodei","Great pompano"
1964,"Trachinotus mookalee","Indian pompano"
1973,"Trachinotus rhodopus","Gafftopsail pompano"
1974,"Trachinotus stilbe","Steel pompano"
3265,"Trachipterus arcticus","Dealfish"
1777,"Trachipterus trachypterus","Mediterranean dealfish"
5382,"Trachurus capensis","Cape horse mackerel"
372,"Trachurus declivis","Greenback horse mackerel"
366,"Trachurus japonicus","Japanese jack mackerel"
1980,"Trachurus longimanus","Crozet scad"
367,"Trachurus murphyi","Chilean jack mackerel"
1979,"Trachurus novaezelandiae","Yellowtail horse mackerel"
1279,"Trachurus picturatus","Blue jack mackerel"
368,"Trachurus symmetricus","Pacific jack mackerel"
12701,"Trachypoma macracanthus","Toadstool groper"
5981,"Trachyrhamphus bicoarctatus","Double-ended pipefish"
23123,"Trachyrhamphus serratus", 
4556,"Trachyrincus scabrus","Roughsnout grenadier"
 ,"Trachyscorpia cristulata cristulata", 
 ,"Trachyscorpia cristulata echinata", 
11223,"Tragulichthys jaculiferus","Longspine burrfish"
907,"Triaenodon obesus","Whitetip reef shark"
47197,"Trianectes bucephalus","Bullhead triplefin"
12670,"Trichonotus setiger","Spotted sand-diver"
7530,"Trichopsetta caribbaea","Caribbean flounder"
3899,"Tridentiger trigonocephalus","Chameleon goby"
62959,"Trimma agrena","Fishnet pygmygoby"
61008,"Trimma anaima","Pallid pygmygoby"
61431,"Trimma annosum","Grey-bearded pygmygoby"
28081,"Trimma benjamini","Ring-eye pygmygoby"
22493,"Trimma caesiura","Caesiura pygmygoby"
62051,"Trimma cana","Candy-cane pygmy goby"
25541,"Trimma emeryi","Emery's pygmygoby"
62958,"Trimma fangi","Fang's pygmygoby"
25543,"Trimma flammeum","Flame pygmygoby"
63375,"Trimma hayashii","Four-eye pygmygoby"
62961,"Trimma lantana","Lantana pygmygoby"
 ,"Trimma macrophthalmus", 
66059,"Trimma maiandros","Zigzag pygmygoby"
28072,"Trimma mendelssohni","Mendelssohn's pygmygoby"
22495,"Trimma naudei","Naude's pygmygoby"
52429,"Trimma necopinum","Australian pygmygoby"
7222,"Trimma okinawae","Orange-red pygmygoby"
62865,"Trimma preclarum","Exquisite pygmygoby"
7223,"Trimma striatum","Red-lined pygmygoby"
12752,"Trimma taylori","Yellow pygmygoby"
12754,"Trimma tevegae","Tevegae pygmygoby"
58501,"Trimma unisquame","Blackmargin pygmygoby"
22494,"Trimmatom eviotops","Red-barred rubble goby"
4260,"Trinectes maculatus","Hogchoker"
7580,"Trinectes paulistanus","Slipper sole"
47200,"Trinorfolkia clarkei","Clarke's triplefin"
47202,"Trinorfolkia cristata","Crested threefin"
4505,"Triodon macropterus","Threetooth puffer"
2023,"Tripterophycis gilchristi","Grenadier cod"
7640,"Tripterygion delaisi","Black-faced blenny"
 ,"Tripterygion melanurum", 
1023,"Trisopterus esmarkii","Norway pout"
1367,"Trisopterus luscus","Pouting"
64139,"Trygonoptera imitata","Eastern shovelnose stingaree"
24000,"Trygonoptera mucosa","Western shovelnose stingaree"
27066,"Trygonoptera ovalis","Striped stingaree"
27143,"Trygonoptera personata","Masked stingaree"
15439,"Trygonoptera testacea","Common stingaree"
67698,"Trygonorrhina dumerilii","Southern fiddler ray"
8733,"Trygonorrhina fasciata","Eastern fiddler ray"
1317,"Tylosurus acus melanotus","Keel-jawed needle fish"
13568,"Tylosurus pacificus","Pacific agujon needlefish"
47204,"Ucla xenogrammus","Largemouth triplefin"
3566,"Ulaema lefroyi","Mottled mojarra"
1931,"Ulua aurochs","Silvermouth trevally"
1930,"Ulua mentalis","Longrakered trevally"
3796,"Ulvaria subbifurcata","Radiated shanny"
4548,"Umbrina canariensis","Canary drum"
413,"Umbrina canosai","Argentine croaker"
1199,"Umbrina coroides","Sand drum"
13082,"Upeneichthys lineatus","Blue-striped mullet"
60919,"Upeneichthys vlamingii","Bluespotted goatfish"
7879,"Upeneus japonicus","Japanese goatfish"
4445,"Upeneus sulphureus","Sulphur goatfish"
5995,"Upeneus taeniopterus","Finstripe goatfish"
5443,"Upeneus tragula","Freckled goatfish"
4821,"Upeneus vittatus","Yellowstriped goatfish"
1779,"Uranoscopus scaber","Stargazer"
1983,"Uraspis helvola","Whitetongue jack"
1012,"Uraspis secunda","Cottonmouth jack"
1984,"Uraspis uraspis","Whitemouth jack"
13274,"Urobatis concentricus","Reef stingray"
2580,"Urobatis halleri","Haller's round ray"
2581,"Urobatis jamaicensis","Yellow stingray"
57392,"Urobatis tumbesensis","Tumbes round stingray"
5400,"Urogymnus asperrimus","Porcupine whipray"
23964,"Urolophus circularis","Circular stingaree"
23147,"Urolophus cruciatus","Banded stingaree"
23997,"Urolophus gigas","Spotted stingaree"
63808,"Urolophus kapalensis","Kapala stingaree"
24002,"Urolophus paucimaculatus","Sparsely-spotted stingaree"
311,"Urophycis brasiliensis","Brazilian codling"
312,"Urophycis chuss","Red hake"
1885,"Urophycis earllii","Carolina hake"
1883,"Urophycis regia","Spotted codling"
313,"Urophycis tenuis","White hake"
7283,"Uropterygius concolor","Unicolor snake moray"
7286,"Uropterygius fuscoguttatus","Brown spotted snake moray"
15665,"Uropterygius kamar","Barlip reef-eel"
7870,"Uropterygius macrocephalus","Needle-tooth moray"
11910,"Uropterygius macularius","Marbled moray"
5401,"Uropterygius marmoratus","Marbled reef-eel"
23274,"Uropterygius nagoensis","Nago snakemoray"
7287,"Uropterygius xanthopterus","Freckleface reef-eel"
12606,"Valenciennea alleni","Allen's glidergoby"
12609,"Valenciennea decora","Decorated glidergoby"
7224,"Valenciennea helsdingenii","Twostripe goby"
12614,"Valenciennea immaculata","Red-lined sleeper"
7225,"Valenciennea longipinnis","Long-finned goby"
7226,"Valenciennea muralis","Mural goby"
12611,"Valenciennea parva","Parva goby"
7246,"Valenciennea puellaris","Maiden goby"
12613,"Valenciennea randalli","Greenband goby"
7227,"Valenciennea sexguttata","Sixspot goby"
6575,"Valenciennea strigata","Blueband goby"
12784,"Vanderhorstia ornatissima","Ornate prawn-goby"
6478,"Variola albimarginata","White-edged lyretail"
5354,"Variola louti","Yellow-edged lyretail"
5746,"Verulux cypselurus","Swallowtail cardinalfish"
14904,"Vincentia conspersa","Southern cardinalfish"
14908,"Vincentia novaehollandiae","Eastern gobbleguts"
1870,"Wattsia mossambica","Mozambique large-eye bream"
4870,"Wetmorella nigropinnata","Sharpnose wrasse"
6030,"Xanthichthys auromarginatus","Gilded triggerfish"
6359,"Xanthichthys caeruleolineatus","Outrigger triggerfish"
6944,"Xanthichthys lineopunctatus","Striped triggerfish"
4284,"Xanthichthys mento","Redtail triggerfish"
4285,"Xanthichthys ringens","Sargassum triggerfish"
25503,"Xenichthys agassizii", 
13766,"Xenisthmus polyzonatus","Bullseye wriggler"
25502,"Xenocys jessiae", 
46702,"Xenomedea rhodopyga","Redrump blenny"
8304,"Xiphocheilus typus","Blue-banded wrasse"
3668,"Xyrichtys martinicensis","Rosy razorfish"
4581,"Xyrichtys novacula","Pearly razorfish"
3669,"Xyrichtys splendens","Green razorfish"
10817,"Zabidius novemaculeatus","Ninespine batfish"
12366,"Zanclistius elevatus","Longfin boarfish"
7152,"Zanclorhynchus spinifer","Antarctic horsefish"
5950,"Zanclus cornutus","Moorish idol"
2550,"Zapteryx exasperata","Banded guitarfish"
13144,"Zearaja nasuta","New Zealand rough skate"
6018,"Zebrasoma flavescens","Yellow tang"
25802,"Zebrasoma rostratum","Longnose surgeonfish"
5951,"Zebrasoma scopas","Twotone tang"
1266,"Zebrasoma velifer","Sailfin tang"
12023,"Zebrasoma xanthurum","Yellowtail tang"
17041,"Zenarchopterus buffonis","Buffon's river-garfish"
9648,"Zenarchopterus dispar","Feathered river-garfish"
17112,"Zenarchopterus gilli","Viviparous halfbeak"
336,"Zenopsis conchifer","Silvery John dory"
3255,"Zenopsis nebulosa","Mirror dory"
1369,"Zeugopterus punctatus","Topknot"
1339,"Zeugopterus regius","Eckström's topknot"
7952,"Zeus capensis","Cape dory"
480,"Zoarces americanus","Ocean pout"
479,"Zoarces viviparus","Eelpout"
23803,"Zoarchias veneficus", 
5771,"Zoramia fragilis","Fragile cardinalfish"
5772,"Zoramia gilberti","Gilbert's cardinalfish"
5773,"Zoramia leptacantha","Threadfin cardinalfish"
5774,"Zoramia perlita","Pearly cardinalfish"
63424,"Zoramia viridiventer", 
4730,"Alburnus alburnus","Bleak"
7502,"Aldrovandia affinis","Gilbert's halosaurid fish"
9012,"Aldrovandia phalacra","Hawaiian halosaurid fish"
10000,"Alepocephalus productus","Smalleye smooth-head"
9144,"Allocyttus verrucosus","Warty dory"
27757,"Amblyraja jenseni","Shorttail skate"
2308,"Anoplogaster cornuta","Common fangtooth"
9196,"Apletodon dentatus","Small-headed clingfish"
54373,"Apristurus aphyodes", 
770,"Apristurus laurussonii","Iceland catshark"
774,"Apristurus manis","Ghost catshark"
62554,"Apristurus melanoasper","Black roughscale catshark"
775,"Apristurus microps","Smalleye catshark"
1788,"Apterichtus caecus","European finless eel"
6977,"Arctozenus risso","Spotted barracudina"
6968,"Argyropelecus hemigymnus","Half-naked hatchetfish"
1695,"Arnoglossus rueppelii","Rüppell's scaldback"
4041,"Artediellus atlanticus","Atlantic hookear sculpin"
1698,"Aulopus filamentosus","Royal flagfin"
10003,"Bajacalifornia megalops","Bigeye smooth-head"
1699,"Bathophilus nigerrimus","Scaleless dragonfish"
9133,"Bathypterois dubius","Spiderfish"
9251,"Bathyraja pallida","Pale ray"
9252,"Bathyraja richardsoni","Richardson's ray"
11841,"Bathysaurus ferox","Deep-sea lizardfish"
8995,"Bellottia apoda", 
16617,"Benthalbella infans","Zugmayer's pearleye"
8949,"Benthocometes robustus", 
8553,"Benthodesmus simonyi","Simony's frostfish"
21,"Benthosema glaciale","Glacier lantern fish"
49,"Blennius ocellaris","Butterfly blenny"
4471,"Blicca bjoerkna","White bream"
52,"Buenia jeffreysii","Jeffrey's goby"
1783,"Callanthias ruber","Parrot seaperch"
25972,"Callionymus fasciatus","Banded dragonet"
26273,"Callionymus pusillus","Sailfin dragonet"
1784,"Callionymus risso","Risso’s dragonet"
1785,"Carapus acus","Pearl fish"
8177,"Cataetyx alleni", 
655,"Centrophorus uyato","Little gulper shark"
621,"Ceratoscopelus maderensis","Madeira lantern fish"
1786,"Chauliodus sloani","Sloane's viperfish"
5047,"Chaunax pictus","Pink frogmouth"
10192,"Chiasmodon niger","Black swallower"
66212,"Chimaera opalescens","Opal chimaera"
11733,"Chirostomias pliopterus", 
11949,"Chlopsis bicolor","Bicolor eel"
1726,"Coelorinchus caelorhincus","Hollowsnout grenadier"
8456,"Coelorinchus labiatus","Spearsnouted grenadier"
3103,"Coelorinchus occa","Swordsnout grenadier"
8176,"Coryphaenoides guentheri","Günther's grenadier"
8175,"Coryphaenoides mediterraneus","Mediterranean grenadier"
7644,"Coryphoblennius galerita","Montagu's blenny"
9199,"Cottunculus microps","Polar sculpin"
15623,"Cottunculus thomsonii","Pallid sculpin"
1710,"Cubiceps gracilis","Driftfish"
1774,"Cyclothone braueri","Garrick"
9989,"Cyclothone pygmaea", 
4953,"Cyttopsis rosea","Rosy dory"
670,"Deania calceus","Birdbeak dogfish"
56195,"Deltentosteus collonianus","Toothed goby"
1711,"Diaphus holti","Small lantern fish"
7438,"Diaphus metopoclampus","Spothead lantern fish"
1712,"Diaphus rafinesquii","White-spotted lantern fish"
64,"Diplecogaster bimaculata","Two-spotted clingfish"
8900,"Dipturus nidarosiensis","Norwegian skate"
4958,"Diretmus argenteus","Silver spinyfin"
9101,"Dysomma brevirostre","Pignosed arrowtooth eel"
46343,"Echiodon dentatus", 
65,"Echiodon drummondii", 
10214,"Echiostoma barbatum","Threadfin dragonfish"
1714,"Electrona risso","Electric lantern fish"
67,"Entelurus aequoreus","Snake pipefish"
2506,"Epigonus constanciae", 
2507,"Epigonus denticulatus","Pencil cardinal"
57270,"Eretmophorus kleinenbergi", 
684,"Etmopterus pusillus","Smooth lanternshark"
4526,"Eurypharynx pelecanoides","Pelican eel"
57347,"Eutelichthys leptochirus", 
1796,"Evermannella balbo","Balbo sabretooth"
9071,"Facciolella oxyrhynchus","Facciola's sorcerer"
1790,"Gnathophis mystax","Thinlip conger"
4579,"Gobius cobitis","Giant goby"
1716,"Gonichthys cocco","Cocco’s lanternfish"
1799,"Gonostoma denudatum", 
50846,"Gouania willdenowi","Blunt-snouted clingfish"
1748,"Grammonus ater", 
27733,"Guttigadus latifrons", 
6955,"Halosauropsis macrochir","Abyssal halosaur"
5053,"Harriotta raleighana","Pacific longnose chimaera"
1802,"Hippocampus guttulatus","Long-snouted seahorse"
1801,"Hippocampus hippocampus","Short snouted seahorse"
11312,"Holtbyrnia anomala","Bighead searsid"
5471,"Hoplostethus cadenati","Black slimehead"
11780,"Howella brodiei","Pelagic basslet"
5054,"Howella sherborni","Sherborn's pelagic bass"
27724,"Hydrolagus pallidus", 
1719,"Hygophum hygomii","Bermuda lantern fish"
1720,"Hymenocephalus italicus","Glasshead grenadier"
1804,"Ichthyococcus ovatus","Lightfish"
54784,"Ilyophis blachei", 
16924,"Kali macrura", 
55076,"Lagocephalus suezensis", 
12414,"Lampadena atlantica", 
617,"Lampanyctus crocodilus","Jewel lanternfish"
623,"Lampanyctus pusillus","Pygmy lanternfish"
643,"Lepadogaster lepadogaster","Shore clingfish"
23148,"Lepidion schmidti","Schmidt's cod"
4154,"Leptagonus decagonus","Atlantic poacher"
3788,"Leptoclinus maculatus","Daubed shanny"
12415,"Lestidiops jayakari","Pacific barracudina"
1724,"Lestidiops sphyrenoides", 
22781,"Lesueurigobius sanzi","Sanzo's goby"
1798,"Lesueurigobius suerii","Lesueur's goby"
4662,"Leuciscus leuciscus","Common dace"
11877,"Leucoraja lentiginosa","Freckled skate"
9260,"Leucoraja melitensis","Maltese ray"
1794,"Lobianchia dofleini","Dofleini's lantern fish"
1795,"Lobianchia gemellarii","Cocco's lantern fish"
15640,"Lycenchelys sarsii","Sar's wolf eel"
16558,"Macroparalepis affinis", 
2727,"Magnisudis atlantica","Duckbill barracudina"
4989,"Malacocephalus laevis","Softhead grenadier"
9261,"Malacoraja kreffti","Krefft's ray"
10157,"Malacosteus niger","Stoplight loosejaw"
